Name	Address	Lat	Long
Chief&#39;s Cafe	307 N Craig St Pittsburgh, PA 15213	40.4520561	-79.952299
Chili&#39;s Grill &amp; Bar #1127	2020 Pittsburgh Mills Boulevard Tarentum, PA 15084	40.571277	-79.802699
Chili&#39;s Grill &amp; Bar #1152	855 Freeport Rd Pittsburgh, PA 15238	40.4887977	-79.8913956
Chili&#39;s Grill &amp; Bar #383	7404 McKnight Rd Pittsburgh, PA 15237	40.5411794	-80.0119297
Chili&#39;s Grill &amp; Bar #386	2207 Mountain View  Drive West Mifflin, PA 15122	40.3470553	-79.9440089
China Palace	5440 Walnut St Pittsburgh, PA 15232	40.4509303	-79.9339316
China Palace	10441 Perry  Highway Wexford, PA 15090	40.6068339	-80.052499
China Palace III	409 Broad St Sewickley, PA 15143	40.53975	-80.1814773
China Park	532 Monongahela Ave Glassport, PA 15045	40.3264333	-79.8927108
Chinatown Inn	520 3rd  Ave Pittsburgh, PA 15219	40.737381	-80.31699
Chuck E Cheese&#39;s	8100 McKnight Rd Pittsburgh, PA 15237	40.5585482	-80.0235296
Chuck E Cheese&#39;s	1035 Washington Pike Bridgeville, PA 15017	40.3643963	-80.1104031
Chuck E Cheese&#39;s	3800 Wm Penn Hwy Monroeville, PA 15146		
Chuck&#39;s Tavern	519 U.S. Route 30 Imperial, PA 15126		
Chugger&#39;s Bar	709 Monongahela Ave Glassport, PA 15045	40.323979	-79.892149
Ciao II ! An Italian Cafe	289 Settlers Ridge Center Drive Pittsburgh, PA 15205		
Ciccanti&#39;s A K A 51 Bar	1206 Route 51 Clairton, PA 15025	40.3122309	-79.938566
Cigar Bar / Jernigan&#39;s 	1500 Washington  Road Pittsburgh, PA 15228	40.3569591	-80.0518073
Cigar Bar Pittsburgh 	6302 Robinson Center Drive Pittsburgh, PA 15205		
Cinemark North Hills &amp; XD #1082	851 Providence Boulevard Pittsburgh, PA 15237	40.5705042	-80.0196744
Cioppino / Osteria 2350	2350 Railroad Street Pittsburgh, PA 15222	40.454099	-79.9822571
Circle Inn	34 E Crafton Ave Pittsburgh, PA 15205	40.4355287	-80.0660976
Circus Bar/T&#39;s Lounge &amp; Restaurant	7526 Center &amp; Washington St Pittsburgh, PA 15218		
City Theatre	1300 Bingham St Pittsburgh, PA 15203	40.4292638	-79.9850266
City View Event Center LLC	510 Station Sq Dr Pittsburgh, PA 15219		
City of Bridges Cafe	&nbsp; Pgh Intl Airport / LT-3A Pittsburgh, PA 15231		
Claddagh Irish Pub	407 Cinema Dr Pittsburgh, PA 15203	40.428022	-79.9648998
Clairton Sportsmen&#39;s Club	412 Coal Valley Rd / RD  1 Clairton, PA 15025		
Clancy&#39;s Pub	202 McClure St Dravosburg, PA 15034	40.3505301	-79.8868645
Clark Bar &amp; Grill	503 Martindale Street Pittsburgh, PA 15212	40.4489884	-80.0088714
Clarks Restaurant	333 Rouser Road Coraopolis, PA 15108		
Cliff&#39;s Bar &amp; Grill	1417 N Lang  Street Pittsburgh, PA 15208	40.4626589	-79.8975611
Club Cafe	56 S 12th St Pittsburgh, PA 15203	40.4289304	-79.9866393
Club Elegance	804 Braddock Avenue Braddock, PA 15104	40.4011769	-79.86621
Club Lanes	341 E 8th Ave Homestead, PA 15120	40.4086559	-79.9082024
Clyde &amp; Patti&#39;s Lounge	901 Freeport Road Cheswick, PA 15024	40.540989	-79.8160149
Coach&#39;s Bottleshop &amp; Grille	3105 Banksville Road Pittsburgh, PA 15216	40.400162	-80.0430396
Cocina Mendoza	300 Mt Lebanon  Boulevard Pittsburgh, PA 15234		
Cocothe&#39;	541 Beaver  Street Sewickley, PA 15143	40.5393751	-80.1792471
Cole&#39;s Pub	527 U.S. Route 30 Imperial, PA 15126		
Cole&#39;s Wexford Hotel Bar	161 Church Rd Wexford, PA 15090	40.6256114	-80.0559569
Comfort Inn / Inndigo Blue Restaurant &amp; Bar	699 Rodi Rd Pittsburgh, PA 15235	40.4429942	-79.8263518
Comfort Inn Restaurant	4607 McKnight  Road Pittsburgh, PA 15237	40.5056803	-80.0089471
Condrin&#39;s Tavern	4501 Torley St Pittsburgh, PA 15224	40.4648989	-79.9504469
Conley&#39;s Bar	5245 Butler St Pittsburgh, PA 15201	40.481505	-79.9539829
Controversy	1635 Carson Street Pittsburgh, PA 15219	40.4421894	-80.0234934
Coral Lounge	4071 Homestead-Duquesne Rd West Mifflin, PA 15122	40.3879773	-79.8943605
Coriander	2201 Murray  Avenue Pittsburgh, PA 15217	40.4321506	-79.9234024
Corner Cafe	2500 S 18th St Pittsburgh, PA 15203	40.421942	-79.9841066
Corner Market &amp; Ale 	875 Greentree  Road Pittsburgh, PA 15220	40.4244926	-80.0416254
Cornerstone Restaurant	301  Freeport Rd Pittsburgh, PA 15215	40.489564	-79.9032766
Cory Village Cafe	1033 4th Ave Coraopolis, PA 15108	40.518124	-80.162327
Country Club Restaurant &amp; Lounge	300 E Smithfield St Mc Keesport, PA 15135	40.3096013	-79.8294917
Courthouse Tavern	310 Forbes Avenue Pittsburgh, PA 15222	40.4397825	-80.0004518
Courtyard By Marriott / Restaurant 	401 Waterfront Drive Homestead, PA 15120	40.4123308	-79.9106465
Courtyard By Marriott Settlers Ridge Restaurant	5100 Campbells Run Rd Pittsburgh, PA 15205	40.4389629	-80.1516354
Courtyard Pittsburgh Monroeville Restaurant 	3962 Wm Penn  Highway Monroeville, PA 15146		
Courtyard by Marriott  Bistro Shadyside	5308 Liberty  Avenue Pittsburgh, PA 15224	40.4560895	-79.9396789
Courtyard by Marriott / The Bistro Restaurant 	450 Cherrington Pkwy Coraopolis, PA 15108		
Courtyard by Marriott Pittsburgh DT Restaurant	945 Penn Avenue Pittsburgh, PA 15222	40.4443613	-79.9965067
Coyote Cafe / Howler&#39;s	4509 Liberty  Avenue Pittsburgh, PA 15224	40.4631195	-79.9513033
Crafthouse Stage &amp; Grill @ Legacy Lanes	5024 Curry Road Pittsburgh, PA 15236	40.3500542	-79.9965438
Craig&#39;s Cocktails	3122 Chartiers Avenue Pittsburgh, PA 15204	40.4536538	-80.0616693
Craig&#39;s Rounding Third	1301 Kennedy Ave Duquesne, PA 15110	40.3672768	-79.855959
Crepes Parisiennes	207 S Craig  Street Pittsburgh, PA 15213	40.4460679	-79.948641
Cricket Lounge	280 Morewood Ave Pittsburgh, PA 15213	40.4544859	-79.9450092
Cross Creek Inn	620 Boston Hollow Road Elizabeth, PA 15037	40.2920469	-79.8336032
CrossRoads II	1502 Saxonburg Boulevard Tarentum, PA 15084	40.6543726	-79.8383925
Crowne Plaza - Pittsburgh South PJ&#39;s Grille	164 Ft Couch Road Pittsburgh, PA 15241		
Crowne Plaza Hotel Restaurant / Bistro 40	401 Holiday Drive Pittsburgh, PA 15220	40.420382	-80.0565098
Crud&#39;s	1400 Brinton Rd Braddock, PA 15104	40.4214813	-79.8616238
Cruze Bar 	1600 Smallman  Street Pittsburgh, PA 15222	40.4495395	-79.987478
Crystal On Penn	1211 Penn Avenue Pittsburgh, PA 15222	40.446098	-79.9922053
Cuddy Sportsmens Club	&nbsp; South Fayette Street / Box 61 Cuddy, PA 15031		
Cupka&#39;s Cafe	48 27th Street Pittsburgh, PA 15203	40.4568944	-79.9782311
Cupka&#39;s Cafe II	2314 Carson Street Pittsburgh, PA 15203	40.4280153	-79.9723381
Cure 	5336 Butler Street Pittsburgh, PA 15201	40.4826786	-79.9511551
Cuzamil Restaurante Mexicano	2107 Murray Ave Pittsburgh, PA 15217	40.433469	-79.9229764
Cuzzin&#39;s Cafe	3301 Main St Homestead, PA 15120	40.387025	-79.902125
D &amp; T Country Corral	2622 Bowman Ave Mc Keesport, PA 15132	40.357935	-79.83492
D&#39;s Six Pack &amp; Dogz / The Loft	1118 Braddock  Avenue Pittsburgh, PA 15218	40.4320562	-79.8937685
DB&#39;s American Cafe	870 4th Avenue Coraopolis, PA 15108	40.5193423	-80.1666945
DJ&#39;s	7141 Frankstown Ave Pittsburgh, PA 15208	40.4576235	-79.8966362
DLCC / Hall A2 &amp; Pantry A1	1000 Ft Duquesne Boulevard Pittsburgh, PA 15222		
DLCC / Hall B Concession	1000 Ft Duquesne Boulevard Pittsburgh, PA 15222		
DLCC / Hall C Concession	1000 Ft Duquesne Boulevard Pittsburgh, PA 15222		
DLCC / Hall D Concession	1000 Ft Duquesne Boulevard Pittsburgh, PA 15222		
DLCC / Hall E Concession	1000 Ft Duquesne Boulevard Pittsburgh, PA 15222		
Dad&#39;s Pub &amp; Grub	4320 Northern Pike Monroeville, PA 15146	40.43369	-79.750897
Dale&#39;s Bar &amp; Grill II	4377 Murray Ave Pittsburgh, PA 15217	40.4198999	-79.9279759
Danny&#39;s Bar &amp; Grill	1511 Center Ave Pittsburgh, PA 15229	40.5145015	-80.0448525
Darbea&#39;s Tavern	1962 Lowrie  Street Pittsburgh, PA 15212	40.467528	-79.980261
Dave &amp; Buster&#39;s	180 E Waterfront Dr Homestead, PA 15120	40.4092932	-79.9141865
Dave&#39;s Tavern	1943 Big Sewickley Creek Rd Sewickley, PA 15143	40.608665	-80.161704
De Blasio&#39;s	1717 Cochran Rd Pittsburgh, PA 15220	40.3926337	-80.065436
Dee&#39;s Cafe	1314 E Carson St Pittsburgh, PA 15203	40.4285731	-79.9846699
Deer Lakes Bowl &amp; Lounge	284 East Union  Road Cheswick, PA 15024	40.611385	-79.853772
Delallo&#39;s Fort Couch Cafe	91 Fort Couch  Road Pittsburgh, PA 15241	40.3389986	-80.052185
Denise &amp; Earl&#39;s	7709 Frankstown Ave Pittsburgh, PA 15208	40.4556206	-79.8876375
Denunzio&#39;s	2644 Mosside Blvd Monroeville, PA 15146	40.4318347	-79.7505475
Devil Dog Saloon	815 6th Avenue Brackenridge, PA 15014	40.605678	-79.745327
Devils &amp; Dolls	1713 Carson Street Pittsburgh, PA 15203	40.4290709	-79.9813936
Di Pietro&#39;s Ristorante	412 Perry Highway Pittsburgh, PA 15229	40.518468	-80.0316117
DiAnoia&#39;s Eatery	2549 Penn Avenue Pittsburgh, PA 15222	40.4549226	-79.9787773
Diamond Market	430 Market  Street Pittsburgh, PA 15222	40.4410016	-80.0021736
Diamond Run Golf Club	132 Laurel Oak Dr Sewickley, PA 15143	40.55764	-80.1028083
Diamond Run Halfway House	132 Laurel Oak Dr Sewickley, PA 15143	40.55764	-80.1028083
Diamond&#39;s Jim Cafe	2002 Brownsville Rd Pittsburgh, PA 15210	40.394849	-79.986963
Diesel Club Lounge	1601 E Carson St Pittsburgh, PA 15203	40.4289663	-79.9825172
Dietch&#39;s Bar &amp; Grill	272 Freeport Road Pittsburgh, PA 15238	40.4929409	-79.8626052
Dimario&#39;s Restaurant &amp; Bar	429 Railroad  Street Bridgeville, PA 15017	40.3582786	-80.1102621
Dinette	5996 Centre  Avenue Pittsburgh, PA 15206	40.4595929	-79.9253253
Dish Osteria &amp; Bar	128 S 17th St Pittsburgh, PA 15203	40.4275026	-79.982307
Ditka&#39;s Restaurant	12980 Perry Hwy Wexford, PA 15090	40.6426194	-80.0670089
Ditka&#39;s Restaurant	1 Robinson Plaza Pittsburgh, PA 15205	40.4484359	-80.1631602
Dive Bar &amp; Grille	5147 Butler Street Pittsburgh, PA 15201	40.4796882	-79.9550917
Dive Bar &amp; Grille	12017 Perry  Highway Wexford, PA 15090	40.6318496	-80.0583868
Do Drop Inn	2615 Freeport Road Natrona Heights, PA 15065	40.6339469	-79.7138795
Doll&#39;s Bar	200 Vondera St Homestead, PA 15120		
Don&#39;s Bar	151 Margaret St Pittsburgh, PA 15210	40.410065	-79.987562
Don&#39;s Bar &amp; Grill	207 Bettis Rd West Mifflin, PA 15122	40.3577092	-79.8937033
Donato&#39;s Fox Chapel	46 Fox Chapel Road Pittsburgh, PA 15238	40.4883071	-79.8827597
Donnie&#39;s Honeydew	553 Brushton Ave Pittsburgh, PA 15208	40.45154	-79.890158
Donny&#39;s Place	1226 Herron Ave Pittsburgh, PA 15219	40.4592527	-79.9656408
Dorido&#39;s Restaurant	6408 Brownsville Rd Pittsburgh, PA 15236	40.3215204	-79.9956289
Dorothy 6 Blast Furnace Cafe	224 8th  Avenue Homestead, PA 15120	40.4072836	-79.909811
Dot&#39;s Family Restaurant	2634 5th Ave Mc Keesport, PA 15132	40.3565161	-79.8330786
Double Down Saloon	1635 Nobles Lane Pittsburgh, PA 15210	40.3963208	-79.9970441
Double L Bar	307 Grant Avenue Pittsburgh, PA 15209	40.4793991	-79.9723656
Double R Cafe	709 East St Pittsburgh, PA 15212	40.4544479	-79.9981538
Double S Saloon	610 Evans Ave Mc Keesport, PA 15132	40.349933	-79.84976
Double Wide Grille	2339 Carson  Street Pittsburgh, PA 15203	40.428513	-79.971327
DoubleTree By Hilton Pgh Cranberry Restaurant	910 Sheraton  Drive Mars, PA 16046	40.6685634	-80.0950135
DoubleTree Hotel / Jacksons Restaurant Rotisserie	8402 University Blvd Coraopolis, PA 15108		
Doubletree Hotel / Bigelow Grille	1 Bigelow Square Pittsburgh, PA 15219	40.4405269	-79.9940152
Doubletree Pittsburgh Restaurant Convention Center	101 Mall  Boulevard Monroeville, PA 15146	40.431988	-79.7936134
Doubletree by Hilton Season&#39;s Club	500 Mansfield Avenue Pittsburgh, PA 15205	40.4188335	-80.0584184
Doug&#39;s Den	2301 Brownsville Rd Pittsburgh, PA 15210	40.389305	-79.985024
Down the Road Lounge	700 Unity Center Rd Pittsburgh, PA 15239	40.485236	-79.769482
Downey&#39;s House	6080 Steubenville Pike Mc Kees Rocks, PA 15136	40.443688	-80.145731
Draai Laag Brewing Company	501 East Ohio Street Pittsburgh, PA 15209	40.4533444	-80.0004461
Drew Menas&#39; Restaurant &amp; Lounge	1456 Lincoln Hwy North Versailles, PA 15137	40.3728573	-79.7934093
Drinks	348 Center Ave Pittsburgh, PA 15229	40.5164811	-80.0219606
Duke&#39;s 8th &amp; Hays Wine Bar	122 8th Avenue Homestead, PA 15120	40.4062917	-79.9113326
Duke&#39;s Rib House &amp; Grille	1910 Cochran Road Pittsburgh, PA 15220	40.3932959	-80.0656653
Duke&#39;s Upper Deck Cafe	122 W 8th  Avenue Homestead, PA 15120	40.4053132	-79.9126076
Dulembas Bar	4700 Penn Ave Pittsburgh, PA 15224	40.4654669	-79.947989
Duquesne Club	325 6th Avenue Pittsburgh, PA 15222	40.5319682	-80.0229431
Duquesne Club Fitness Center	339 6th Avenue Pittsburgh, PA 15222	40.5319682	-80.0229431
Duquesne Veteran&#39;s Association	215 2nd  Street Duquesne, PA 15110	40.40545	-79.874572
Duran&#39;s Restaurant &amp; Lounge	12 E Main St Carnegie, PA 15106	40.4068135	-80.0873186
E-Towne Bar &amp; Grille	304 Butler Street Pittsburgh, PA 15223	40.4953248	-79.9451145
EBA Club	721 White Street Mc Keesport, PA 15132	40.349274	-79.852258
Ease Modern Comfort Cuisine	1100 South Braddock Avenue Pittsburgh, PA 15218	40.4326319	-79.8941711
East End Brewing Company	6580 Frankstown  Avenue Pittsburgh, PA 15206	40.459362	-79.911678
East End Brewing Taproom 	108 19th Street Pittsburgh, PA 15222	40.4508435	-79.9850201
Easy Street	301 Grant St / Oxford Centre R-1 Pittsburgh, PA 15219		
Eddie Merlots	444 Liberty Avenue Pittsburgh, PA 15222	40.4408674	-80.0047092
Eddie&#39;s Restaurant &amp; Lounge	509 Wall Ave Wilmerding, PA 15148	40.394489	-79.785472
Edgewood Country Club Restaurant	100 Churchill Rd Pittsburgh, PA 15235	40.430393	-79.829331
Edgeworth Swim Club Restaurant	511 East Dr Sewickley, PA 15143		
Egghead&#39;s Saloon	1162 Brookline Blvd Pittsburgh, PA 15226	40.3919342	-80.0134823
Eighteen The Cafe at Pinskers 	2028 Murray  Avenue Pittsburgh, PA 15217	40.434041	-79.9231187
Eighty Acres Kitchen &amp; Bar	1910 New Texas  Road Pittsburgh, PA 15239		
El Campesino	4097 Wm Penn  Highway Monroeville, PA 15146		
El Campesino Restaurante Mexicano	460 Home Drive Pittsburgh, PA 15275	40.4512448	-80.1833764
El Campesino Restaurante Mexicano	4771 McKnight Rd Pittsburgh, PA 15237	40.5207632	-80.0057933
El Paso Mexican Grill	1155 Washington Pike #61 Bridgeville, PA 15017		
Eleven	1150 Smallman Street Pittsburgh, PA 15222	40.4460808	-79.9930939
Elliot&#39;s BBQ &amp; Steakhouse 	611 Old Clairton  Road Pittsburgh, PA 15236	40.325286	-79.956346
Elliott&#39;s Backstreet BBQ	306 Lewis Run Rd Clairton, PA 15025	40.3326001	-79.9314167
Elwood&#39;s Pub	163 Little Deer Creek  Road Rural Ridge, PA 15075		
Embassy Suites / Bridges 446 Restaurant	550 Cherrington  Parkway Coraopolis, PA 15108		
Embassy Suites By Hilton Downtown Restaurant	535 Smithfield  Street Pittsburgh, PA 15222	40.4413521	-79.9980174
Emil&#39;s Cafe	414 Hawkins Ave Braddock, PA 15104	40.4134643	-79.8802474
Emiliano&#39;s Mexican Grill &amp; Bar	2557 E Carson St Pittsburgh, PA 15203	40.4277474	-79.9685946
Empire Palace	5100 Corporate Drive Pittsburgh, PA 15237	40.5614199	-80.0245728
Emporio	11978 Perry  Highway Wexford, PA 15090	40.6324345	-80.0563681
Emsworth Inn	197 Hazelwood Ave Pittsburgh, PA 15202	40.4118919	-79.9418089
Engineers&#39; Society Of West Pa	337 4th  Avenue Pittsburgh, PA 15222	40.4391288	-79.9998961
Ernie&#39;s Tavern	1102 Brackenridge Avenue Brackenridge, PA 15014	40.605475	-79.7358409
Essie&#39;s Original Hot Dog Shop	3901 Forbes  Avenue Pittsburgh, PA 15213	40.4425605	-79.9565407
Evergreen Cafe	7328 Penn Ave Pittsburgh, PA 15208	40.4480826	-79.8985301
Excuses Bar &amp; Grill	2526 E Carson St Pittsburgh, PA 15203	40.4272804	-79.9687188
Fair Oaks Lounge	660 Ambridge Ave Ambridge, PA 15003	40.587541	-80.2065536
Fairmont PGH / Habitat / Andy&#39;s	510 Market Street Pittsburgh, PA 15222	40.441487	-80.0016733
Fairway Grille 	1530 Hamiton Road Pittsburgh, PA 15234		
Fairways Lounge	1500 Locust  Street Braddock, PA 15104	40.4092824	-79.8524644
Falker&#39;s Tavern	721 Walnut Street Clairton, PA 15025	40.3482324	-79.8643469
Fat Heads South Shore Saloon	1805 E. Carson Street Pittsburgh, PA 15203	40.4289667	-79.9801756
Feng Japanese 	4305 Main Street Pittsburgh, PA 15224	40.4642375	-79.9529562
Fin McCools	1501 E Carson St Pittsburgh, PA 15203	40.4290803	-79.9832825
Fire Side Public House	6290 Broad  Street Pittsburgh, PA 15206	40.4603948	-79.9193675
Flinn&#39;s Pub	12270 Frankstown Rd Pittsburgh, PA 15235	40.47321	-79.8199549
Flip Flops	342 Center  Avenue Pittsburgh, PA 15229	40.5162445	-80.0220778
Flix Sports Bar &amp; Grill	1701 Lincoln Highway North Versailles, PA 15137	40.3718575	-79.7866694
Floreffe Hotel Bar &amp; Pizza	1617 State  Street Clairton, PA 15025	40.262119	-79.9133166
Fodis Tavern	1021 Mt Royal Blvd Pittsburgh, PA 15223		
Foli&#39;s Place	1050 Brinton Rd Pittsburgh, PA 15221	40.4290647	-79.8746666
Fonzi&#39;s East End Grill	2721 5th  Avenue Mc Keesport, PA 15132	40.3575327	-79.8326779
Ford&#39;s Bar	1402 Evergreen Ave Pittsburgh, PA 15209	40.496389	-79.976045
Fort Pitt Inn	7780 Steubenville Pike Oakdale, PA 15071	40.4401565	-80.2104503
Fox Chapel Golf Club	426 Fox Chapel Road Pittsburgh, PA 15238	40.5224917	-79.877455
Fox Chapel Yacht Club Pool  Snack Bar/Baja Grill	1366 Old Freeport Road Pittsburgh, PA 15238	40.486365	-79.872736
Frank&#39;s Pizza	641 North Avenue Pittsburgh, PA 15209	40.4453893	-79.8841284
Frank&#39;s Pub &amp; Grill 88	5454 Library  Road Bethel Park, PA 15102	40.3246798	-80.0260307
Frank&#39;s Tavern	2317 New England Rd West Mifflin, PA 15122	40.3314949	-79.91933
Frankies Extra Long	3535 Butler  Street Pittsburgh, PA 15201	40.4649762	-79.9658505
Franklin Inn	2313 Rochester Rd Pittsburgh, PA 15237	40.5783131	-80.0781165
Franktuary Lawrenceville	3810 Butler Street Pittsburgh, PA 15201	40.4669198	-79.9640019
Franktuary Market Square	115 Forbes Avenue Pittsburgh, PA 15222	40.4410869	-80.0033104
Fraternal Order Of Eagles #1634	315 James Street Verona, PA 15147	40.503991	-79.844092
Fred&#39;s Pub / Johnson&#39;s Tavern	7300 Lemington  Avenue Pittsburgh, PA 15206	40.46701	-79.889938
Free Fork 	18 Highland Mall 4005 Natrona Heights, PA 15065		
Frescos / Chadwick / Crown Catering	1 Wexford Sq / Perry Hwy Wexford, PA 15090		
Friendly Inn	936 Broadway Ave Pitcairn, PA 15140	40.401257	-79.773145
Frisch&#39;s	&nbsp; Caste Village Shopping Center Pittsburgh, PA 15236		
Fuel &amp; Fuddle	212 Oakland  Avenue Pittsburgh, PA 15213	40.4411003	-79.9567958
Full Pint Wild Side 	5310 Butler Street Pittsburgh, PA 15201	40.4823362	-79.9521025
Fundaze Backbar	2550 Brownsville Road Pittsburgh, PA 15219	40.385609	-79.97897
Gaetano&#39;s Restaurant	1617 Banksville Rd Pittsburgh, PA 15216	40.4097359	-80.0313774
Galaxy	7246 Kelly Street Pittsburgh, PA 15208	40.4548773	-79.8953928
Gametime Tavern	1620-22 Spring Garden  Avenue Pittsburgh, PA 15212	40.466759	-79.98545
Garage Door Saloon &amp; Pizza Romano	219 Atwood St Pittsburgh, PA 15213	40.4407534	-79.9568309
Garden Bar &amp; Lounge	4912 Gardenville Rd Pittsburgh, PA 15236	40.3458433	-80.0073127
Garden of Eating	7900 Steubenville Pike Imperial, PA 15126	40.440723	-80.227872
Garvey&#39;s	41 Sterling St Pittsburgh, PA 15203	40.446321	-80.0684059
Gateway Clipper / Dock &amp; Commissary	350 W Station Sq Dr/ Dock Pittsburgh, PA 15219		
Gateway Clipper / Duchess	350 W Station Sq Dr/ Dock Pittsburgh, PA 15219		
Gateway Clipper / Empress	350 W Station Sq Dr/ Dock Pittsburgh, PA 15219		
Gateway Clipper / Princess	350 W Station Sq Dr/ Dock Pittsburgh, PA 15219		
Gateway Clipper / The Countess	350 W Station Sq Dr/ Dock Pittsburgh, PA 15219		
Gateway Clipper / The Majestic	350 W Station Sq Dr/ Dock Pittsburgh, PA 15219		
Gateway Clipper / Three Rivers Queen	350 W Station Sq Dr Pittsburgh, PA 15219		
Gateway Grill	4251 Northern Pike Monroeville, PA 15146	40.4341275	-79.7560568
Gateway Inn	5641 Wm Flynn Hwy Gibsonia, PA 15044		
Gator&#39;s Grille	3410 Saxonburg Boulevard Glenshaw, PA 15116	40.5496014	-79.913536
Gene&#39;s Place	3616 Louisa St Pittsburgh, PA 15213	40.439421	-79.9560956
Gennaro&#39;s Pizza &amp; Pasta	1728 E Carson Street Pittsburgh, PA 15203	40.4285889	-79.9810393
Genoa Pizza &amp; Bar	111 Market  Street Pittsburgh, PA 15222	40.4389186	-80.0039649
Genuine Pub	111 Sandy Creek Road Verona, PA 15147	40.4840496	-79.8533566
Geppetto Cafe	4121 Butler  Street Pittsburgh, PA 15201	40.4701019	-79.9609173
GetGo #3057	6513 Steubenville Pike Pittsburgh, PA 15205	40.4474586	-80.1630923
GetGo Cafe #3476	800 Allegheny River  Boulevard Verona, PA 15147	40.5068849	-79.8430705
Getaway Cafe	3049 Sussex Ave Pittsburgh, PA 15226	40.3845792	-80.0157112
Getgo Elizabeth Cafe #3005	1000 Hayden Boulevard Elizabeth, PA 15037	40.2647407	-79.8794451
Gianna Via&#39;s	5301 Grove Road Pittsburgh, PA 15236	40.3586613	-80.0016524
Giant Eagle #24 Cafe 	3239 Washington Pike Bridgeville, PA 15017	40.3409545	-80.1185257
Giant Eagle Cafe	400 Northtowne Square Gibsonia, PA 15044		
Giant Eagle Cafe #0004	5055 Library  Road Bethel Park, PA 15102	40.3388304	-80.0245754
Giant Eagle Cafe #0073	9901 Mountain View Drive West Mifflin, PA 15122	40.3396703	-79.9497458
Giant Eagle Cafe #068	5990 University Boulevard Coraopolis, PA 15108		
Giant Eagle Cafe #18	1671 Butler Plank Road Glenshaw, PA 15116	40.5376611	-79.9651634
Giant Eagle Cafe #25	1029 West View Park Drive Pittsburgh, PA 15229	40.5165385	-80.0375742
Giant Eagle Cafe #37	&nbsp; Quaker Village Shopping Center Leetsdale, PA 15056		
Giant Eagle Cafe #40	5550 Centre Avenue Pittsburgh, PA 15232	40.4565374	-79.9344344
Giant Eagle Cafe #43	155 Towne Center Drive Wexford, PA 15090		
Giant Eagle Cafe #52	132 Ben Avon Hts  Road Pittsburgh, PA 15237		
Giant Eagle Cafe #60	4010 Monroeville Boulevard Monroeville, PA 15146	40.432086	-79.7726358
Giant Eagle Cafe #61	2021 Wharton Street Pittsburgh, PA 15203	40.4310089	-79.976705
Giant Eagle Cafe #616	600 Brentwood Towne Square Way Pittsburgh, PA 15227		
Giant Eagle Cafe #619	1705 Braddock  Avenue Pittsburgh, PA 15218	40.4257051	-79.8865838
Giant Eagle Cafe #6379	420 Waterfront  Drive Homestead, PA 15120	40.4111498	-79.908469
Giant Eagle Cafe #646	51 Walsh Road Pittsburgh, PA 15205		
Giant Eagle Market District #14 Starbucks	7000 Oxford Drive Bethel Park, PA 15102	40.3471251	-80.0466811
Giant Eagle Market District #47 / Cafe	100 Settlers Ridge Center Drive Pittsburgh, PA 15205		
Giant Eagle Wexford Cafe #45	9805 McKnight  Road Pittsburgh, PA 15237	40.5847057	-80.0396431
Gil&#39;s Cafe	2700 Brownsville Road Library, PA 15129	40.2909757	-79.9973439
Gino Bros Pizzeria	55 Alpha Drive Pittsburgh, PA 15238	40.4920166	-79.8667577
Girasole	733 Copeland St Pittsburgh, PA 15232	40.4511949	-79.9346096
Glassport American Legion Post #443	417 Monongahela Ave Glassport, PA 15045	40.3284878	-79.8924974
Golden Gate Restaurant	700 St Clair Ave Clairton, PA 15025	40.2933564	-79.8892533
Golden Goblet	1741 Golden Mile Highway Monroeville, PA 15146	40.4426506	-79.7138333
Good Time Bar	1304 Evergreen Avenue Pittsburgh, PA 15209	40.495202	-79.975783
Goodfellas Deli &amp; Draft House	1518 Mt Nebo  Road Sewickley, PA 15143		
Goodfellas Restaurant &amp; Tavern 	1915 McCague Street Pittsburgh, PA 15218		
Gooski&#39;s	3117 Brereton Ave Pittsburgh, PA 15219	40.4568361	-79.9664977
Gorman&#39;s Pub / Portofino&#39;s	3301 Saw Mill Run Blvd Pittsburgh, PA 15227	40.375428	-79.982898
Gran Agave Mexican Restaurant	152 Bridge Street Homestead, PA 15120		
Gran Canal Caffe	1021  N Canal St Pittsburgh, PA 15215	40.4947213	-79.9317787
Grand Concourse	100 W Station Sq Dr Pittsburgh, PA 15219		
Grandview	1000 Clubhouse Dr Braddock, PA 15104	40.4034049	-79.8557821
Grandview Saloon &amp; Coal Hill Steakhouse	1212 Grandview Ave Pittsburgh, PA 15211	40.4381192	-80.0185368
Grant Bar	114 Grant Avenue Pittsburgh, PA 15209	40.4783094	-79.9696949
Grant St Tavern	310 Grant Street Pittsburgh, PA 15219	40.4376694	-79.9974916
Grapperia	3801 Butler Street Pittsburgh, PA 15201	40.4670557	-79.9644245
Graziano&#39;s Pizzeria	4109 Penn Ave Pittsburgh, PA 15224	40.465884	-79.9548726
Grazie Restaurant &amp; Event Center	100 Village Club Drive Wexford, PA 15090	40.633976	-80.0507874
Green Forest Brazilian Restaurant	655 Rodi Rd Pittsburgh, PA 15235	40.4464844	-79.8267957
Green Front Inn	2341 E Carson St Pittsburgh, PA 15203	40.4284858	-79.9714959
Green Oaks Country Club	5741 3rd St Verona, PA 15147	40.489191	-79.83994
Green Pepper	2020 Murray Avenue Pittsburgh, PA 15217	40.4341336	-79.9231338
